branch,receipt_id,line_no,sale_dt,product_id,size,qty,unit_price,member_id,payment
cmu,2026021000012,1,2026-02-10 13:44:00,P13,,1.0,50.0,M0609,qr
cmu,2026021000012,2,2026-02-10 13:44:00,P09,S,1.0,40.0,M0609,qr
cmu,2026021000013,1,2026-02-10 14:05:00,P10,M,1.0,60.0,,qr
cmu,2026021000014,1,2026-02-10 14:33:00,P13,,1.0,50.0,M0169,qr
cmu,2026021000015,1,2026-02-10 15:10:00,P08,M,1.0,70.0,M0088,cash
cmu,2026021000016,1,2026-02-10 15:28:00,P05,M,1.0,70.0,,qr
cmu,2026021000017,1,2026-02-10 15:37:00,P08,S,1.0,60.0,M0402,qr
cmu,2026021000018,1,2026-02-10 15:38:00,P02,L,1.0,65.0,,qr
cmu,2026021000018,2,2026-02-10 15:38:00,P12,,1.0,55.0,,qr
cmu,2026021000018,3,2026-02-10 15:38:00,P04,M,1.0,65.0,,qr
cmu,2026021000019,1,2026-02-10 16:11:00,P10,M,1.0,60.0,M0798,card
cmu,2026021000020,1,2026-02-10 16:43:00,P14,,1.0,85.0,,qr
cmu,2026021000021,1,2026-02-10 16:46:00,P04,S,1.0,55.0,M0446,qr
cmu,2026021000022,1,2026-02-10 17:22:00,P10,L,1.0,70.0,,cash
cmu,2026021000023,1,2026-02-10 18:00:00,P13,,3.0,50.0,M0259,qr
cmu,2026021000024,1,2026-02-10 19:29:00,P03,S,1.0,55.0,,qr
cmu,2026021100001,1,2026-02-11 07:14:00,P03,M,1.0,65.0,,qr
cmu,2026021100002,1,2026-02-11 07:30:00,P03,L,1.0,75.0,M0037,qr
cmu,2026021100002,2,2026-02-11 07:30:00,P05,L,1.0,80.0,M0037,qr
cmu,2026021100003,1,2026-02-11 07:47:00,P15,,1.0,75.0,,qr
cmu,2026021100003,2,2026-02-11 07:47:00,P03,L,1.0,75.0,,qr
cmu,2026021100004,1,2026-02-11 08:15:00,P12,,2.0,55.0,,qr
cmu,2026021100004,2,2026-02-11 08:15:00,P02,M,1.0,55.0,,qr
cmu,2026021100005,1,2026-02-11 08:30:00,P13,,1.0,50.0,,qr
cmu,2026021100005,2,2026-02-11 08:30:00,P06,M,1.0,75.0,,qr
cmu,2026021100006,1,2026-02-11 09:13:00,P05,S,1.0,60.0,,qr
cmu,2026021100006,2,2026-02-11 09:13:00,P13,,1.0,50.0,,qr
cmu,2026021100007,1,2026-02-11 09:59:00,P02,M,1.0,55.0,M0337,qr
cmu,2026021100007,2,2026-02-11 09:59:00,P15,,1.0,75.0,M0337,qr
cmu,2026021100008,1,2026-02-11 11:05:00,P07,L,1.0,65.0,,qr
cmu,2026021100009,1,2026-02-11 11:10:00,P04,S,2.0,55.0,,qr
cmu,2026021100010,1,2026-02-11 11:46:00,P12,,1.0,55.0,,cash
cmu,2026021100011,1,2026-02-11 11:59:00,P11,M,1.0,60.0,M0170,qr
cmu,2026021100011,2,2026-02-11 11:59:00,P07,M,1.0,55.0,M0170,qr
cmu,2026021100012,1,2026-02-11 12:37:00,P07,M,2.0,55.0,M0443,cash
cmu,2026021100012,2,2026-02-11 12:37:00,P13,,1.0,50.0,M0443,cash
cmu,2026021100013,1,2026-02-11 13:49:00,P07,M,1.0,55.0,M0556,qr
cmu,2026021100013,2,2026-02-11 13:49:00,P13,,1.0,50.0,M0556,qr
cmu,2026021100013,3,2026-02-11 13:49:00,P11,L,1.0,70.0,M0556,qr
cmu,2026021100014,1,2026-02-11 14:18:00,P15,,1.0,75.0,M0460,cash
cmu,2026021100015,1,2026-02-11 14:29:00,P13,,2.0,50.0,M0435,card
cmu,2026021100016,1,2026-02-11 14:43:00,P11,M,1.0,60.0,,cash
cmu,2026021100017,1,2026-02-11 15:09:00,P11,M,1.0,60.0,M0241,qr
cmu,2026021100018,1,2026-02-11 15:26:00,P13,,3.0,50.0,M0350,qr
cmu,2026021100019,1,2026-02-11 15:47:00,P13,,1.0,50.0,,cash
cmu,2026021100020,1,2026-02-11 15:55:00,P04,L,1.0,75.0,M0556,qr
cmu,2026021100020,2,2026-02-11 15:55:00,P13,,1.0,50.0,M0556,qr
cmu,2026021100021,1,2026-02-11 16:08:00,P12,,1.0,55.0,M0635,qr
cmu,2026021100022,1,2026-02-11 16:52:00,P08,L,1.0,80.0,M0025,qr
cmu,2026021100023,1,2026-02-11 17:49:00,P01,S,1.0,45.0,M0356,qr
cmu,2026021100023,2,2026-02-11 17:49:00,P15,,1.0,75.0,M0356,qr
cmu,2026021100024,1,2026-02-11 19:27:00,P12,,1.0,55.0,,qr
cmu,2026021200001,1,2026-02-12 07:22:00,P07,M,2.0,55.0,,qr
cmu,2026021200001,2,2026-02-12 07:22:00,P13,,1.0,50.0,,qr
cmu,2026021200002,1,2026-02-12 08:02:00,P06,M,1.0,75.0,M0037,cash
cmu,2026021200002,2,2026-02-12 08:02:00,P04,M,1.0,65.0,M0037,cash
cmu,2026021200003,1,2026-02-12 08:09:00,P06,S,1.0,65.0,M0625,cash
cmu,2026021200004,1,2026-02-12 08:10:00,P02,M,1.0,55.0,,qr
cmu,2026021200004,2,2026-02-12 08:10:00,P12,,1.0,55.0,,qr
cmu,2026021200005,1,2026-02-12 08:20:00,P01,S,2.0,45.0,M0676,qr
cmu,2026021200005,2,2026-02-12 08:20:00,P15,,1.0,75.0,M0676,qr
cmu,2026021200006,1,2026-02-12 08:26:00,P04,L,1.0,75.0,,qr
cmu,2026021200007,1,2026-02-12 08:50:00,P03,M,1.0,65.0,M0750,qr
cmu,2026021200008,1,2026-02-12 09:05:00,P07,M,1.0,55.0,,cash
cmu,2026021200009,1,2026-02-12 09:10:00,P03,M,1.0,65.0,,cash
cmu,2026021200010,1,2026-02-12 09:36:00,P12,,1.0,55.0,,cash
cmu,2026021200011,1,2026-02-12 09:50:00,P03,M,2.0,65.0,,qr
cmu,2026021200011,2,2026-02-12 09:50:00,P15,,1.0,75.0,,qr
cmu,2026021200012,1,2026-02-12 09:53:00,P15,,1.0,75.0,M0699,cash
cmu,2026021200013,1,2026-02-12 09:56:00,P06,M,3.0,75.0,,cash
cmu,2026021200014,1,2026-02-12 10:06:00,P08,S,1.0,60.0,,qr
cmu,2026021200015,1,2026-02-12 10:09:00,P14,,1.0,85.0,M0206,qr
cmu,2026021200016,1,2026-02-12 10:37:00,P08,L,1.0,80.0,M0589,cash
cmu,2026021200016,2,2026-02-12 10:37:00,P15,,1.0,75.0,M0589,cash
cmu,2026021200017,1,2026-02-12 10:48:00,P15,,1.0,75.0,M0420,cash
cmu,2026021200018,1,2026-02-12 11:37:00,P03,M,2.0,65.0,,qr
cmu,2026021200018,2,2026-02-12 11:37:00,P14,,1.0,85.0,,qr
cmu,2026021200019,1,2026-02-12 13:12:00,P14,,1.0,85.0,M0539,qr
cmu,2026021200020,1,2026-02-12 14:08:00,P07,L,1.0,65.0,M0601,qr
cmu,2026021200020,2,2026-02-12 14:08:00,P13,,1.0,50.0,M0601,qr
cmu,2026021200020,3,2026-02-12 14:08:00,P03,S,1.0,55.0,M0601,qr
cmu,2026021200021,1,2026-02-12 14:23:00,P08,M,1.0,70.0,M0494,cash
cmu,2026021200022,1,2026-02-12 14:24:00,P15,,1.0,75.0,,cash
cmu,2026021200023,1,2026-02-12 14:35:00,P04,M,1.0,65.0,,qr
cmu,2026021200024,1,2026-02-12 15:12:00,P05,S,1.0,60.0,,qr
cmu,2026021200024,2,2026-02-12 15:12:00,P08,M,1.0,70.0,,qr
cmu,2026021200025,1,2026-02-12 15:30:00,P11,S,2.0,50.0,,qr
cmu,2026021200025,2,2026-02-12 15:30:00,P07,L,1.0,65.0,,qr
cmu,2026021200026,1,2026-02-12 15:58:00,P06,M,1.0,75.0,,cash
cmu,2026021200026,2,2026-02-12 15:58:00,P14,,1.0,85.0,,cash
cmu,2026021300001,1,2026-02-13 07:24:00,P04,M,1.0,65.0,M0656,card
cmu,2026021300002,1,2026-02-13 07:37:00,P08,S,2.0,60.0,M0150,qr
cmu,2026021300003,1,2026-02-13 07:48:00,P03,S,1.0,55.0,M0316,qr
cmu,2026021300004,1,2026-02-13 08:04:00,P05,M,1.0,70.0,,qr
cmu,2026021300004,2,2026-02-13 08:04:00,P02,M,1.0,55.0,,qr
cmu,2026021300005,1,2026-02-13 08:05:00,P05,M,1.0,70.0,M0585,qr
cmu,2026021300006,1,2026-02-13 08:07:00,P08,S,1.0,60.0,,qr
cmu,2026021300007,1,2026-02-13 08:26:00,P08,M,1.0,70.0,M0524,qr
cmu,2026021300007,2,2026-02-13 08:26:00,P15,,1.0,75.0,M0524,qr
cmu,2026021300008,1,2026-02-13 08:40:00,P08,L,1.0,80.0,,qr
cmu,2026021300009,1,2026-02-13 09:19:00,P06,M,2.0,75.0,,cash
cmu,2026021300010,1,2026-02-13 09:22:00,P03,M,1.0,65.0,M0732,qr
cmu,2026021300010,2,2026-02-13 09:22:00,P14,,1.0,85.0,M0732,qr
cmu,2026021300011,1,2026-02-13 09:32:00,P02,S,1.0,45.0,M0630,qr
cmu,2026021300011,2,2026-02-13 09:32:00,P12,,1.0,55.0,M0630,qr
cmu,2026021300011,3,2026-02-13 09:32:00,P06,S,1.0,65.0,M0630,qr
cmu,2026021300012,1,2026-02-13 10:21:00,P04,M,1.0,65.0,,cash
cmu,2026021300013,1,2026-02-13 10:21:00,P12,,1.0,55.0,M0192,cash
cmu,2026021300014,1,2026-02-13 11:35:00,P14,,1.0,85.0,,qr
cmu,2026021300014,2,2026-02-13 11:35:00,P03,S,1.0,55.0,,qr
cmu,2026021300015,1,2026-02-13 12:18:00,P06,M,1.0,75.0,M0579,qr
cmu,2026021300016,1,2026-02-13 13:03:00,P03,M,1.0,65.0,M0799,qr
cmu,2026021300017,1,2026-02-13 13:46:00,P03,M,1.0,65.0,,qr
cmu,2026021300018,1,2026-02-13 14:34:00,P09,L,1.0,60.0,,qr
cmu,2026021300019,1,2026-02-13 14:46:00,P09,S,1.0,40.0,M0142,qr
cmu,2026021300019,2,2026-02-13 14:46:00,P11,S,1.0,50.0,M0142,qr
cmu,2026021300020,1,2026-02-13 14:57:00,P11,M,1.0,60.0,M0688,qr
cmu,2026021300020,2,2026-02-13 14:57:00,P14,,1.0,85.0,M0688,qr
cmu,2026021300021,1,2026-02-13 15:18:00,P06,M,1.0,75.0,,card
cmu,2026021300021,2,2026-02-13 15:18:00,P14,,1.0,85.0,,card
cmu,2026021300021,3,2026-02-13 15:18:00,P03,L,1.0,75.0,,card
cmu,2026021300022,1,2026-02-13 15:39:00,P10,S,1.0,50.0,M0581,cash
cmu,2026021300023,1,2026-02-13 15:52:00,P03,S,1.0,55.0,M0070,qr
cmu,2026021300023,2,2026-02-13 15:52:00,P14,,1.0,85.0,M0070,qr
cmu,2026021300024,1,2026-02-13 16:14:00,P07,L,2.0,65.0,,qr
cmu,2026021300024,2,2026-02-13 16:14:00,P13,,1.0,50.0,,qr
cmu,2026021300025,1,2026-02-13 19:11:00,P02,M,1.0,55.0,,qr
cmu,2026021300026,1,2026-02-13 19:36:00,P08,S,1.0,60.0,,cash
cmu,2026021300027,1,2026-02-13 19:43:00,P13,,2.0,50.0,,cash
cmu,2026021400001,1,2026-02-14 08:24:00,P06,M,1.0,75.0,M0798,qr
cmu,2026021400002,1,2026-02-14 09:01:00,P05,M,1.0,70.0,M0050,qr
cmu,2026021400003,1,2026-02-14 09:03:00,P05,M,1.0,70.0,M0777,qr
cmu,2026021400003,2,2026-02-14 09:03:00,P15,,1.0,75.0,M0777,qr
cmu,2026021400004,1,2026-02-14 09:32:00,P06,M,1.0,75.0,,cash
cmu,2026021400004,2,2026-02-14 09:32:00,P12,,1.0,55.0,,cash
cmu,2026021400005,1,2026-02-14 10:31:00,P08,M,1.0,70.0,M0622,cash
cmu,2026021400006,1,2026-02-14 12:38:00,P10,M,1.0,60.0,M0798,qr
cmu,2026021400007,1,2026-02-14 14:45:00,P12,,1.0,55.0,,cash
cmu,2026021400008,1,2026-02-14 16:15:00,P03,S,1.0,55.0,M0499,qr
cmu,2026021400008,2,2026-02-14 16:15:00,P14,,1.0,85.0,M0499,qr
cmu,2026021400009,1,2026-02-14 19:49:00,P02,L,2.0,65.0,M0220,qr
cmu,2026021500001,1,2026-02-15 07:09:00,P08,M,1.0,70.0,,cash
cmu,2026021500001,2,2026-02-15 07:09:00,P12,,1.0,55.0,,cash
cmu,2026021500002,1,2026-02-15 07:15:00,P03,S,1.0,55.0,,cash
cmu,2026021500003,1,2026-02-15 07:38:00,P03,M,1.0,65.0,,qr
cmu,2026021500003,2,2026-02-15 07:38:00,P14,,1.0,85.0,,qr
cmu,2026021500004,1,2026-02-15 08:01:00,P03,L,1.0,75.0,,qr
cmu,2026021500004,2,2026-02-15 08:01:00,P02,M,1.0,55.0,,qr
cmu,2026021500005,1,2026-02-15 08:18:00,P02,M,1.0,55.0,M0373,qr
cmu,2026021500005,2,2026-02-15 08:18:00,P15,,1.0,75.0,M0373,qr
cmu,2026021500006,1,2026-02-15 08:22:00,P14,,1.0,85.0,M0510,cash
cmu,2026021500007,1,2026-02-15 08:26:00,P06,S,1.0,65.0,M0492,qr
cmu,2026021500008,1,2026-02-15 09:02:00,P11,M,1.0,60.0,M0220,qr
cmu,2026021500009,1,2026-02-15 09:20:00,P06,M,1.0,75.0,,card
cmu,2026021500009,2,2026-02-15 09:20:00,P03,M,1.0,65.0,,card
cmu,2026021500010,1,2026-02-15 09:46:00,P03,S,3.0,55.0,M0337,qr
cmu,2026021500011,1,2026-02-15 10:05:00,P01,L,1.0,65.0,,cash
cmu,2026021500012,1,2026-02-15 14:56:00,P12,,1.0,55.0,M0503,cash
cmu,2026021500013,1,2026-02-15 14:59:00,P12,,2.0,55.0,,qr
cmu,2026021500013,2,2026-02-15 14:59:00,P09,M,1.0,50.0,,qr
cmu,2026021500014,1,2026-02-15 15:08:00,P02,L,1.0,65.0,,qr
cmu,2026021500014,2,2026-02-15 15:08:00,P12,,1.0,55.0,,qr
cmu,2026021500015,1,2026-02-15 16:19:00,P11,M,1.0,60.0,,cash
cmu,2026021500015,2,2026-02-15 16:19:00,P08,S,1.0,60.0,,cash
cmu,2026021500016,1,2026-02-15 17:04:00,P15,,1.0,75.0,,cash
cmu,2026021500017,1,2026-02-15 17:16:00,P07,S,2.0,45.0,M0761,qr
cmu,2026021500017,2,2026-02-15 17:16:00,P13,,1.0,50.0,M0761,qr
cmu,2026021500018,1,2026-02-15 17:53:00,P10,L,1.0,70.0,,qr
cmu,2026021500019,1,2026-02-15 18:48:00,P06,L,1.0,85.0,,cash
cmu,2026021500019,2,2026-02-15 18:48:00,P13,,1.0,50.0,,cash
cmu,2026021500020,1,2026-02-15 19:47:00,P02,M,3.0,55.0,M0477,qr
cmu,2026021500020,2,2026-02-15 19:47:00,P12,,1.0,55.0,M0477,qr
cmu,2026021600001,1,2026-02-16 08:13:00,P04,M,1.0,65.0,,cash
cmu,2026021600001,2,2026-02-16 08:13:00,P15,,1.0,75.0,,cash
cmu,2026021600002,1,2026-02-16 08:43:00,P03,L,1.0,75.0,,cash
cmu,2026021600003,1,2026-02-16 08:45:00,P06,M,1.0,75.0,M0031,qr
cmu,2026021600004,1,2026-02-16 09:09:00,P03,L,1.0,75.0,M0357,cash
cmu,2026021600004,2,2026-02-16 09:09:00,P14,,1.0,85.0,M0357,cash
cmu,2026021600005,1,2026-02-16 09:38:00,P01,M,1.0,55.0,,cash
cmu,2026021600006,1,2026-02-16 09:46:00,P04,M,1.0,65.0,M0396,qr
cmu,2026021600007,1,2026-02-16 09:48:00,P12,,3.0,55.0,M0114,qr
cmu,2026021600008,1,2026-02-16 09:51:00,P03,L,1.0,75.0,M0456,qr
cmu,2026021600008,2,2026-02-16 09:51:00,P14,,1.0,85.0,M0456,qr
cmu,2026021600009,1,2026-02-16 10:07:00,P07,L,2.0,65.0,M0613,qr
cmu,2026021600009,2,2026-02-16 10:07:00,P13,,1.0,50.0,M0613,qr
cmu,2026021600010,1,2026-02-16 10:35:00,P03,S,1.0,55.0,M0403,cash
cmu,2026021600010,2,2026-02-16 10:35:00,P12,,1.0,55.0,M0403,cash
cmu,2026021600010,3,2026-02-16 10:35:00,P02,L,1.0,65.0,M0403,cash
cmu,2026021600011,1,2026-02-16 10:48:00,P05,S,1.0,60.0,M0222,qr
cmu,2026021600012,1,2026-02-16 11:00:00,P04,M,1.0,65.0,M0424,cash
cmu,2026021600013,1,2026-02-16 11:26:00,P02,M,1.0,55.0,,cash
cmu,2026021600013,2,2026-02-16 11:26:00,P14,,1.0,85.0,,cash
cmu,2026021600014,1,2026-02-16 11:37:00,P02,S,1.0,45.0,,cash
cmu,2026021600014,2,2026-02-16 11:37:00,P12,,1.0,55.0,,cash
cmu,2026021600015,1,2026-02-16 11:45:00,P07,L,3.0,65.0,M0673,qr
cmu,2026021600015,2,2026-02-16 11:45:00,P13,,1.0,50.0,M0673,qr
cmu,2026021600016,1,2026-02-16 11:46:00,P07,M,1.0,55.0,M0374,qr
cmu,2026021600017,1,2026-02-16 11:51:00,P14,,1.0,85.0,,qr
cmu,2026021600018,1,2026-02-16 12:07:00,P09,S,1.0,40.0,,qr
cmu,2026021600019,1,2026-02-16 12:55:00,P07,S,1.0,45.0,M0346,qr
cmu,2026021600020,1,2026-02-16 13:11:00,P03,M,3.0,65.0,,qr
cmu,2026021600020,2,2026-02-16 13:11:00,P14,,1.0,85.0,,qr
cmu,2026021600021,1,2026-02-16 14:02:00,P02,M,2.0,55.0,,qr
cmu,2026021600021,2,2026-02-16 14:02:00,P12,,1.0,55.0,,qr
cmu,2026021600022,1,2026-02-16 14:08:00,P11,S,2.0,50.0,M0093,cash
cmu,2026021600023,1,2026-02-16 14:34:00,P12,,1.0,55.0,,qr
cmu,2026021600024,1,2026-02-16 14:53:00,P08,S,1.0,60.0,M0141,qr
cmu,2026021600025,1,2026-02-16 16:06:00,P06,M,1.0,75.0,M0210,qr
cmu,2026021600026,1,2026-02-16 16:21:00,P11,L,2.0,70.0,M0215,cash
cmu,2026021600027,1,2026-02-16 16:24:00,P03,L,1.0,75.0,,qr
cmu,2026021600027,2,2026-02-16 16:24:00,P14,,1.0,85.0,,qr
cmu,2026021600028,1,2026-02-16 16:56:00,P11,M,2.0,60.0,M0333,cash
cmu,2026021600028,2,2026-02-16 16:56:00,P14,,1.0,85.0,M0333,cash
cmu,2026021600029,1,2026-02-16 17:13:00,P09,S,2.0,40.0,,cash
cmu,2026021600030,1,2026-02-16 17:34:00,P12,,1.0,55.0,M0379,qr
cmu,2026021600031,1,2026-02-16 18:42:00,P10,M,1.0,60.0,,qr
cmu,2026021600031,2,2026-02-16 18:42:00,P13,,1.0,50.0,,qr
cmu,2026021600031,3,2026-02-16 18:42:00,P08,M,1.0,70.0,,qr
cmu,2026021600032,1,2026-02-16 18:45:00,P10,L,2.0,70.0,M0656,qr
cmu,2026021700001,1,2026-02-17 07:41:00,P09,L,1.0,60.0,M0540,qr
cmu,2026021700002,1,2026-02-17 07:49:00,P06,S,1.0,65.0,,qr
cmu,2026021700003,1,2026-02-17 08:18:00,P02,M,1.0,55.0,M0459,qr
cmu,2026021700004,1,2026-02-17 08:24:00,P13,,3.0,50.0,,card
cmu,2026021700005,1,2026-02-17 08:36:00,P02,S,1.0,45.0,,cash
cmu,2026021700006,1,2026-02-17 08:50:00,P12,,1.0,55.0,,cash
cmu,2026021700006,2,2026-02-17 08:50:00,P03,L,1.0,75.0,,cash
cmu,2026021700007,1,2026-02-17 08:58:00,P08,M,1.0,70.0,M0678,qr
cmu,2026021700007,2,2026-02-17 08:58:00,P04,L,1.0,75.0,M0678,qr
cmu,2026021700008,1,2026-02-17 09:06:00,P08,M,3.0,70.0,M0459,qr
cmu,2026021700008,2,2026-02-17 09:06:00,P12,,1.0,55.0,M0459,qr
cmu,2026021700009,1,2026-02-17 09:14:00,P03,M,1.0,65.0,M0579,qr
cmu,2026021700009,2,2026-02-17 09:14:00,P14,,1.0,85.0,M0579,qr
cmu,2026021700010,1,2026-02-17 09:25:00,P02,M,2.0,55.0,,card
cmu,2026021700011,1,2026-02-17 09:28:00,P06,S,1.0,65.0,,cash
cmu,2026021700011,2,2026-02-17 09:28:00,P12,,1.0,55.0,,cash
cmu,2026021700012,1,2026-02-17 10:13:00,P07,L,1.0,65.0,,cash
cmu,2026021700012,2,2026-02-17 10:13:00,P13,,1.0,50.0,,cash
cmu,2026021700013,1,2026-02-17 10:21:00,P03,L,1.0,75.0,M0743,cash
cmu,2026021700013,2,2026-02-17 10:21:00,P14,,1.0,85.0,M0743,cash
cmu,2026021700013,3,2026-02-17 10:21:00,P15,,1.0,75.0,M0743,cash
cmu,2026021700014,1,2026-02-17 11:50:00,P02,M,1.0,55.0,M0669,card
cmu,2026021700014,2,2026-02-17 11:50:00,P01,L,1.0,65.0,M0669,card
cmu,2026021700015,1,2026-02-17 12:19:00,P05,S,1.0,60.0,M0761,card
cmu,2026021700016,1,2026-02-17 12:22:00,P13,,1.0,50.0,,qr
cmu,2026021700016,2,2026-02-17 12:22:00,P07,L,1.0,65.0,,qr
cmu,2026021700017,1,2026-02-17 13:09:00,P12,,2.0,55.0,,cash
cmu,2026021700018,1,2026-02-17 13:59:00,P03,S,1.0,55.0,,qr
cmu,2026021700019,1,2026-02-17 14:04:00,P12,,1.0,55.0,,qr
cmu,2026021700020,1,2026-02-17 14:15:00,P12,,1.0,55.0,M0754,qr
cmu,2026021700021,1,2026-02-17 14:41:00,P02,M,1.0,55.0,,qr
cmu,2026021700022,1,2026-02-17 14:55:00,P11,M,1.0,60.0,M0150,qr
cmu,2026021700023,1,2026-02-17 14:59:00,P08,M,1.0,70.0,M0529,qr
cmu,2026021700024,1,2026-02-17 15:01:00,P12,,1.0,55.0,,qr
cmu,2026021700025,1,2026-02-17 15:15:00,P08,M,1.0,70.0,,qr
cmu,2026021700026,1,2026-02-17 15:23:00,P03,L,2.0,75.0,M0483,qr
cmu,2026021700026,2,2026-02-17 15:23:00,P08,M,1.0,70.0,M0483,qr
cmu,2026021700027,1,2026-02-17 15:33:00,P02,M,1.0,55.0,M0028,qr
cmu,2026021700027,2,2026-02-17 15:33:00,P12,,1.0,55.0,M0028,qr
cmu,2026021700028,1,2026-02-17 15:45:00,P05,S,2.0,60.0,M0177,card
cmu,2026021700029,1,2026-02-17 15:48:00,P11,M,2.0,60.0,,qr
cmu,2026021700030,1,2026-02-17 16:00:00,P05,S,2.0,60.0,,qr
cmu,2026021700031,1,2026-02-17 16:15:00,P15,,2.0,75.0,,qr
cmu,2026021700032,1,2026-02-17 16:54:00,P08,S,1.0,60.0,M0083,qr
cmu,2026021700033,1,2026-02-17 17:21:00,P10,M,1.0,60.0,M0087,cash
cmu,2026021700033,2,2026-02-17 17:21:00,P04,L,1.0,75.0,M0087,cash
cmu,2026021700034,1,2026-02-17 18:21:00,P11,L,1.0,70.0,,qr
cmu,2026021700035,1,2026-02-17 18:42:00,P03,M,1.0,65.0,M0005,qr
cmu,2026021700036,1,2026-02-17 19:55:00,P09,L,1.0,60.0,M0374,qr
cmu,2026021700036,2,2026-02-17 19:55:00,P15,,1.0,75.0,M0374,qr
cmu,2026021800001,1,2026-02-18 07:20:00,P02,L,1.0,65.0,M0015,qr
cmu,2026021800001,2,2026-02-18 07:20:00,P12,,1.0,55.0,M0015,qr
cmu,2026021800001,3,2026-02-18 07:20:00,P03,M,1.0,65.0,M0015,qr
cmu,2026021800002,1,2026-02-18 08:11:00,P03,S,1.0,55.0,,qr
cmu,2026021800002,2,2026-02-18 08:11:00,P14,,1.0,85.0,,qr
cmu,2026021800003,1,2026-02-18 08:12:00,P01,L,1.0,65.0,M0128,cash
cmu,2026021800003,2,2026-02-18 08:12:00,P15,,1.0,75.0,M0128,cash
cmu,2026021800003,3,2026-02-18 08:12:00,P04,L,1.0,75.0,M0128,cash
cmu,2026021800004,1,2026-02-18 08:47:00,P05,M,1.0,70.0,M0469,cash
cmu,2026021800005,1,2026-02-18 09:08:00,P11,M,2.0,60.0,M0087,qr
cmu,2026021800006,1,2026-02-18 09:08:00,P15,,3.0,75.0,,cash
cmu,2026021800007,1,2026-02-18 09:12:00,P07,L,1.0,65.0,,qr
cmu,2026021800007,2,2026-02-18 09:12:00,P03,L,1.0,75.0,,qr
cmu,2026021800008,1,2026-02-18 09:41:00,P07,M,3.0,55.0,M0715,qr
cmu,2026021800008,2,2026-02-18 09:41:00,P13,,1.0,50.0,M0715,qr
cmu,2026021800009,1,2026-02-18 10:14:00,P03,M,1.0,65.0,,qr
cmu,2026021800009,2,2026-02-18 10:14:00,P05,S,1.0,60.0,,qr
cmu,2026021800010,1,2026-02-18 10:48:00,P10,M,1.0,60.0,,qr
cmu,2026021800010,2,2026-02-18 10:48:00,P05,L,1.0,80.0,,qr
cmu,2026021800011,1,2026-02-18 11:04:00,P07,L,1.0,65.0,,qr
cmu,2026021800012,1,2026-02-18 11:43:00,P08,L,1.0,80.0,M0297,qr
cmu,2026021800013,1,2026-02-18 13:06:00,P14,,1.0,85.0,M0128,qr
cmu,2026021800014,1,2026-02-18 13:47:00,P04,L,1.0,75.0,M0101,cash
cmu,2026021800015,1,2026-02-18 14:23:00,P06,S,1.0,65.0,M0719,card
cmu,2026021800016,1,2026-02-18 14:41:00,P03,M,1.0,65.0,M0707,qr
cmu,2026021800016,2,2026-02-18 14:41:00,P11,S,1.0,50.0,M0707,qr
cmu,2026021800017,1,2026-02-18 15:04:00,P05,M,1.0,70.0,,qr
cmu,2026021800017,2,2026-02-18 15:04:00,P12,,1.0,55.0,,qr
cmu,2026021800017,3,2026-02-18 15:04:00,P08,S,1.0,60.0,,qr
cmu,2026021800018,1,2026-02-18 15:13:00,P03,M,1.0,65.0,,qr
cmu,2026021800019,1,2026-02-18 15:27:00,P07,L,2.0,65.0,,cash
cmu,2026021800019,2,2026-02-18 15:27:00,P13,,1.0,50.0,,cash
cmu,2026021800019,3,2026-02-18 15:27:00,P09,M,1.0,50.0,,cash
cmu,2026021800020,1,2026-02-18 15:33:00,P07,M,1.0,55.0,,qr
cmu,2026021800020,2,2026-02-18 15:33:00,P13,,1.0,50.0,,qr
cmu,2026021800021,1,2026-02-18 15:33:00,P14,,1.0,85.0,,cash
cmu,2026021800022,1,2026-02-18 16:05:00,P07,S,1.0,45.0,M0696,qr
cmu,2026021800022,2,2026-02-18 16:05:00,P13,,1.0,50.0,M0696,qr
cmu,2026021800023,1,2026-02-18 16:51:00,P02,M,2.0,55.0,,cash
cmu,2026021800024,1,2026-02-18 17:39:00,P03,M,1.0,65.0,,qr
cmu,2026021800025,1,2026-02-18 18:10:00,P15,,1.0,75.0,,cash
cmu,2026021900001,1,2026-02-19 07:46:00,P03,S,1.0,55.0,,cash
cmu,2026021900001,2,2026-02-19 07:46:00,P14,,1.0,85.0,,cash
cmu,2026021900002,1,2026-02-19 07:50:00,P09,M,1.0,50.0,M0187,qr
cmu,2026021900003,1,2026-02-19 08:37:00,P06,M,1.0,75.0,M0485,qr
cmu,2026021900003,2,2026-02-19 08:37:00,P04,S,1.0,55.0,M0485,qr
cmu,2026021900004,1,2026-02-19 08:41:00,P02,M,3.0,55.0,,qr
cmu,2026021900005,1,2026-02-19 09:00:00,P15,,1.0,75.0,M0509,qr
cmu,2026021900006,1,2026-02-19 09:12:00,P08,M,1.0,70.0,,qr
cmu,2026021900007,1,2026-02-19 09:27:00,P04,L,1.0,75.0,M0374,cash
cmu,2026021900007,2,2026-02-19 09:27:00,P06,M,1.0,75.0,M0374,cash
cmu,2026021900008,1,2026-02-19 09:53:00,P15,,1.0,75.0,,qr
cmu,2026021900009,1,2026-02-19 10:31:00,P12,,1.0,55.0,M0476,qr
cmu,2026021900010,1,2026-02-19 10:34:00,P03,S,1.0,55.0,M0683,qr
